word,isPositive,isNegative
disoriented,0,1
disown,0,1
disparage,0,1
disparaging,0,1
disparagingly,0,1
dispensable,0,1
dispirit,0,1
dispirited,0,1
dispiritedly,0,1
dispiriting,0,1
displace,0,1
displaced,0,1
displease,0,1
displeased,0,1
displeasing,0,1
displeasure,0,1
disproportionate,0,1
disprove,0,1
disputable,0,1
dispute,0,1
disputed,0,1
disquiet,0,1
disquieting,0,1
disquietingly,0,1
disquietude,0,1
disregard,0,1
disregardful,0,1
disreputable,0,1
disrepute,0,1
disrespect,0,1
disrespectable,0,1
disrespectablity,0,1
disrespectful,0,1
disrespectfully,0,1
disrespectfulness,0,1
disrespecting,0,1
disrupt,0,1
disruption,0,1
disruptive,0,1
diss,0,1
dissapointed,0,1
dissappointed,0,1
dissappointing,0,1
dissatisfaction,0,1
dissatisfactory,0,1
dissatisfied,0,1
dissatisfies,0,1
dissatisfy,0,1
dissatisfying,0,1
dissed,0,1
dissemble,0,1
dissembler,0,1
dissension,0,1
dissent,0,1
dissenter,0,1
dissention,0,1
disservice,0,1
disses,0,1
dissidence,0,1
dissident,0,1
dissidents,0,1
dissing,0,1
dissocial,0,1
dissolute,0,1
dissolution,0,1
dissonance,0,1
dissonant,0,1
dissonantly,0,1
dissuade,0,1
dissuasive,0,1
distains,0,1
distaste,0,1
distasteful,0,1
distastefully,0,1
distinction,1,0
distinctive,1,0
distinguished,1,0
distort,0,1
distorted,0,1
distortion,0,1
distorts,0,1
distract,0,1
distracting,0,1
distraction,0,1
distraught,0,1
distraughtly,0,1
distraughtness,0,1
distress,0,1
distressed,0,1
distressing,0,1
distressingly,0,1
distrust,0,1
distrustful,0,1
distrusting,0,1
disturb,0,1
disturbance,0,1
disturbed,0,1
disturbing,0,1
disturbingly,0,1
disunity,0,1
disvalue,0,1
divergent,0,1
diversified,1,0
divine,1,0
divinely,1,0
divisive,0,1
divisively,0,1
divisiveness,0,1
dizzing,0,1
dizzingly,0,1
dizzy,0,1
doddering,0,1
dodgey,0,1
dogged,0,1
doggedly,0,1
dogmatic,0,1
doldrums,0,1
dominate,1,0
dominated,1,0
dominates,1,0
domineer,0,1
domineering,0,1
donside,0,1
doom,0,1
doomed,0,1
doomsday,0,1
dope,0,1
dote,1,0
dotingly,1,0
doubt,0,1
doubtful,0,1
doubtfully,0,1
doubtless,1,0
doubts,0,1
douchbag,0,1
douchebag,0,1
douchebags,0,1
downbeat,0,1
downcast,0,1
downer,0,1
downfall,0,1
downfallen,0,1
downgrade,0,1
downhearted,0,1
downheartedly,0,1
downhill,0,1
downside,0,1
downsides,0,1
downturn,0,1
downturns,0,1
drab,0,1
draconian,0,1
draconic,0,1
drag,0,1
dragged,0,1
dragging,0,1
dragoon,0,1
drags,0,1
drain,0,1
drained,0,1
draining,0,1
drains,0,1
drastic,0,1
drastically,0,1
drawback,0,1
drawbacks,0,1
dread,0,1
dreadful,0,1
dreadfully,0,1
dreadfulness,0,1
dreamland,1,0
dreary,0,1
dripped,0,1
dripping,0,1
drippy,0,1
drips,0,1
drones,0,1
droop,0,1
droops,0,1
dropout,0,1
drop-out,0,1
dropouts,0,1
drop-outs,0,1
drought,0,1
drowning,0,1
drunk,0,1
drunkard,0,1
drunken,0,1
dubious,0,1
dubiously,0,1
dubitable,0,1
dud,0,1
dull,0,1
dullard,0,1
dumb,0,1
dumbfound,0,1
dumbfounded,1,0
dumbfounding,1,0
dummy-proof,1,0
dump,0,1
dumped,0,1
dumping,0,1
dumps,0,1
dunce,0,1
dungeon,0,1
dungeons,0,1
dupe,0,1
durable,1,0
dust,0,1
dusty,0,1
dwindling,0,1
dying,0,1
dynamic,1,0
eager,1,0
eagerly,1,0
eagerness,1,0
earnest,1,0
earnestly,1,0
earnestness,1,0
earsplitting,0,1
ease,1,0
eased,1,0
eases,1,0
easier,1,0
easiest,1,0
easiness,1,0
easing,1,0
easy,1,0
easygoing,1,0
easy-to-use,1,0
ebullience,1,0
ebullient,1,0
ebulliently,1,0
eccentric,0,1
eccentricity,0,1
ecenomical,1,0
economical,1,0
ecstasies,1,0
ecstasy,1,0
ecstatic,1,0
ecstatically,1,0
edify,1,0
educated,1,0
effective,1,0
effectively,1,0
effectiveness,1,0
effectual,1,0
efficacious,1,0
efficient,1,0
efficiently,1,0
effigy,0,1
effortless,1,0
effortlessly,1,0
effrontery,0,1
effusion,1,0
effusive,1,0
effusively,1,0
effusiveness,1,0
egocentric,0,1
egomania,0,1
egotism,0,1
egotistical,0,1
egotistically,0,1
egregious,0,1
egregiously,0,1
elan,1,0
elate,1,0
elated,1,0
elatedly,1,0
elation,1,0
election-rigger,0,1
electrify,1,0
elegance,1,0
elegant,1,0
elegantly,1,0
elevate,1,0
elimination,0,1
elite,1,0
eloquence,1,0
eloquent,1,0
eloquently,1,0
emaciated,0,1
emasculate,0,1
embarrass,0,1
embarrassing,0,1
embarrassingly,0,1
embarrassment,0,1
embattled,0,1
embolden,1,0
embroil,0,1
embroiled,0,1
embroilment,0,1
emergency,0,1
eminence,1,0
eminent,1,0
empathize,1,0
empathy,1,0
emphatic,0,1
emphatically,0,1
empower,1,0
empowerment,1,0
emptiness,0,1
enchant,1,0
enchanted,1,0
enchanting,1,0
enchantingly,1,0
encourage,1,0
encouragement,1,0
encouraging,1,0
encouragingly,1,0
encroach,0,1
encroachment,0,1
endanger,0,1
endear,1,0
endearing,1,0
endorse,1,0
endorsed,1,0
endorsement,1,0
endorses,1,0
endorsing,1,0
enemies,0,1
enemy,0,1
energetic,1,0
energize,1,0
energy-efficient,1,0
energy-saving,1,0
enervate,0,1
enfeeble,0,1
enflame,0,1
engaging,1,0
engrossing,1,0
engulf,0,1
enhance,1,0
enhanced,1,0
enhancement,1,0
enhances,1,0
enjoin,0,1
enjoy,1,0
enjoyable,1,0
enjoyably,1,0
enjoyed,1,0
enjoying,1,0
enjoyment,1,0
enjoys,1,0
enlighten,1,0
enlightenment,1,0
enliven,1,0
enmity,0,1
ennoble,1,0
enough,1,0
enrage,0,1
enraged,0,1
enraging,0,1
enrapt,1,0
enrapture,1,0
enraptured,1,0
enrich,1,0
enrichment,1,0
enslave,0,1
entangle,0,1
entanglement,0,1
enterprising,1,0
entertain,1,0
entertaining,1,0
entertains,1,0
enthral,1,0
enthrall,1,0
enthralled,1,0
enthuse,1,0
enthusiasm,1,0
enthusiast,1,0
enthusiastic,1,0
enthusiastically,1,0
entice,1,0
enticed,1,0
enticing,1,0
enticingly,1,0
entranced,1,0
entrancing,1,0
entrap,0,1
entrapment,0,1
entrust,1,0
enviable,1,0
enviably,1,0
envious,1,0
envious,0,1
enviously,1,0
enviously,0,1
enviousness,1,0
enviousness,0,1
envy,1,0
epidemic,0,1
equitable,1,0
equivocal,0,1
erase,0,1
ergonomical,1,0
erode,0,1
erodes,0,1
erosion,0,1
err,0,1
errant,0,1
erratic,0,1
erratically,0,1
err-free,1,0
erroneous,0,1
erroneously,0,1
error,0,1
errors,0,1
erudite,1,0
eruptions,0,1
escapade,0,1
eschew,0,1
estranged,0,1
ethical,1,0
eulogize,1,0
euphoria,1,0
euphoric,1,0
euphorically,1,0
evade,0,1
evaluative,1,0
evasion,0,1
evasive,0,1
evenly,1,0
eventful,1,0
everlasting,1,0
evil,0,1
evildoer,0,1
evils,0,1
eviscerate,0,1
evocative,1,0
exacerbate,0,1
exagerate,0,1
exagerated,0,1
exagerates,0,1
exaggerate,0,1
exaggeration,0,1
exalt,1,0
exaltation,1,0
exalted,1,0
exaltedly,1,0
exalting,1,0
exaltingly,1,0
examplar,1,0
examplary,1,0
exasperate,0,1
exasperated,0,1
exasperating,0,1
exasperatingly,0,1
exasperation,0,1
excallent,1,0
exceed,1,0
exceeded,1,0
exceeding,1,0
exceedingly,1,0
exceeds,1,0
excel,1,0
exceled,1,0
excelent,1,0
excellant,1,0
excelled,1,0
excellence,1,0
excellency,1,0
excellent,1,0
excellently,1,0
excels,1,0
exceptional,1,0
exceptionally,1,0
excessive,0,1
excessively,0,1
excite,1,0
excited,1,0
excitedly,1,0
excitedness,1,0
excitement,1,0
excites,1,0
exciting,1,0
excitingly,1,0
exclusion,0,1
excoriate,0,1
excruciating,0,1
excruciatingly,0,1
excuse,0,1
excuses,0,1
execrate,0,1
exellent,1,0
exemplar,1,0
exemplary,1,0
exhaust,0,1
exhausted,0,1
exhaustion,0,1
exhausts,0,1
exhilarate,1,0
exhilarating,1,0
exhilaratingly,1,0
exhilaration,1,0
exhorbitant,0,1
exhort,0,1
exile,0,1
exonerate,1,0
exorbitant,0,1
exorbitantance,0,1
exorbitantly,0,1
expansive,1,0
expeditiously,1,0
expel,0,1
expensive,0,1
expertly,1,0
expire,0,1
expired,0,1
explode,0,1
exploit,0,1
exploitation,0,1
explosive,0,1
expropriate,0,1
expropriation,0,1
expulse,0,1
expunge,0,1
exquisite,1,0
exquisitely,1,0
exterminate,0,1
extermination,0,1
extinguish,0,1
extol,1,0
extoll,1,0
extort,0,1
extortion,0,1
extraneous,0,1
extraordinarily,1,0
extraordinary,1,0
extravagance,0,1
extravagant,0,1
extravagantly,0,1
extremism,0,1
extremist,0,1
extremists,0,1
exuberance,1,0
exuberant,1,0
exuberantly,1,0
exult,1,0
exultant,1,0
exultation,1,0
exultingly,1,0
eyecatch,1,0
eye-catch,1,0
eyecatching,1,0
eye-catching,1,0
eyesore,0,1
f**k,0,1
fabricate,0,1
fabrication,0,1
fabulous,1,0
fabulously,1,0
facetious,0,1
facetiously,0,1
facilitate,1,0
fail,0,1
failed,0,1
failing,0,1
fails,0,1
failure,0,1
failures,0,1
faint,0,1
fainthearted,0,1
fair,1,0
fairly,1,0
fairness,1,0
faith,1,0
faithful,1,0
faithfully,1,0
faithfulness,1,0
faithless,0,1
fake,0,1
fall,0,1
fallacies,0,1
fallacious,0,1
fallaciously,0,1
fallaciousness,0,1
fallacy,0,1
fallen,0,1
falling,0,1
fallout,0,1
falls,0,1
falsehood,0,1
falsely,0,1
falsify,0,1
falter,0,1
faltered,0,1
fame,1,0
famed,1,0
famine,0,1
famished,0,1
famous,1,0
famously,1,0
fanatic,0,1
fanatical,0,1
fanatically,0,1
fanaticism,0,1
fanatics,0,1
fancier,1,0
fanciful,0,1
fancinating,1,0
fancy,1,0
fanfare,1,0
fans,1,0
fantastic,1,0
fantastically,1,0
farce,0,1
farcical,0,1
farcically,0,1
farcical-yet-provocative,0,1
farfetched,0,1
far-fetched,0,1
fascinate,1,0
fascinating,1,0
fascinatingly,1,0
fascination,1,0
fascism,0,1
fascist,0,1
fashionable,1,0
fashionably,1,0
fast,1,0
faster,1,0
fastest,1,0
fastest-growing,1,0
fast-growing,1,0
fastidious,0,1
fastidiously,0,1
fast-paced,1,0
fastuous,0,1
fat,0,1
fatal,0,1
fatalistic,0,1
fatalistically,0,1
fatally,0,1
fatcat,0,1
fat-cat,0,1
fatcats,0,1
fat-cats,0,1
fateful,0,1
fatefully,0,1
fathomless,0,1
fatigue,0,1
fatigued,0,1
fatique,0,1
fatty,0,1
fatuity,0,1
fatuous,0,1
fatuously,0,1
fault,0,1
faultless,1,0
faults,0,1
faulty,0,1
fav,1,0
fave,1,0
favor,1,0
favorable,1,0
favored,1,0
favorite,1,0
favorited,1,0
favour,1,0
fawningly,0,1
faze,0,1
fear,0,1
fearful,0,1
fearfully,0,1
fearless,1,0
fearlessly,1,0
fears,0,1
fearsome,0,1
feasible,1,0
feasibly,1,0
feat,1,0
feature-rich,1,0
fecilitous,1,0
feckless,0,1
feeble,0,1
feeblely,0,1
feebleminded,0,1
feign,0,1
feint,0,1
feisty,1,0
felicitate,1,0
felicitous,1,0
felicity,1,0
fell,0,1
felon,0,1
felonious,0,1
ferociously,0,1
ferocity,0,1
fertile,1,0
fervent,1,0
fervently,1,0
fervid,1,0
fervidly,1,0
fervor,1,0
festive,1,0
fetid,0,1
fever,0,1
feverish,0,1
fevers,0,1
fiasco,0,1
fib,0,1
fibber,0,1
fickle,0,1
fiction,0,1
fictional,0,1
fictitious,0,1
fidelity,1,0
fidget,0,1
fidgety,0,1
fiend,0,1
fiendish,0,1
fierce,0,1
fiery,1,0
figurehead,0,1
filth,0,1
filthy,0,1
finagle,0,1
fine,1,0
fine-looking,1,0
finely,1,0
finer,1,0
finest,1,0
finicky,0,1
firmer,1,0
first-class,1,0
first-in-class,1,0
first-rate,1,0
fissures,0,1
fist,0,1
flabbergast,0,1
flabbergasted,0,1
flagging,0,1
flagrant,0,1
flagrantly,0,1
flair,0,1
flairs,0,1
flak,0,1
flake,0,1
flakey,0,1
flakieness,0,1
flaking,0,1
flaky,0,1
flare,0,1
flares,0,1
flareup,0,1
flareups,0,1
flashy,1,0
flat-out,0,1
flatter,1,0
flattering,1,0
flatteringly,1,0
flaunt,0,1
flaw,0,1
flawed,0,1
flawless,1,0
flawlessly,1,0
flaws,0,1
flee,0,1
fleed,0,1
fleeing,0,1
fleer,0,1
flees,0,1
fleeting,0,1
flexibility,1,0
flexible,1,0
flicering,0,1
flicker,0,1
flickering,0,1
flickers,0,1
flighty,0,1
flimflam,0,1
flimsy,0,1
flirt,0,1
flirty,0,1
floored,0,1
flounder,0,1
floundering,0,1
flourish,1,0
flourishing,1,0
flout,0,1
fluent,1,0
fluster,0,1
flutter,1,0
foe,0,1
fond,1,0
fondly,1,0
fondness,1,0
fool,0,1
fooled,0,1
foolhardy,0,1
foolish,0,1
foolishly,0,1
foolishness,0,1
foolproof,1,0
forbid,0,1
forbidden,0,1
forbidding,0,1
forceful,0,1
foreboding,0,1
forebodingly,0,1
foremost,1,0
foresight,1,0
forfeit,0,1
forged,0,1
forgetful,0,1
forgetfully,0,1
forgetfulness,0,1
forlorn,0,1
forlornly,0,1
formidable,1,0
forsake,0,1
forsaken,0,1
forswear,0,1
fortitude,1,0
fortuitous,1,0
fortuitously,1,0
fortunate,1,0
fortunately,1,0
fortune,1,0
foul,0,1
foully,0,1
foulness,0,1
fractious,0,1
fractiously,0,1
fracture,0,1
fragile,0,1
fragmented,0,1
fragrant,1,0
frail,0,1
frantic,0,1
frantically,0,1
franticly,0,1
fraud,0,1
fraudulent,0,1
fraught,0,1
frazzle,0,1
frazzled,0,1
freak,0,1
freaking,0,1
freakish,0,1
freakishly,0,1
freaks,0,1
free,1,0
freed,1,0
freedom,1,0
freedoms,1,0
freeze,0,1
freezes,0,1
freezing,0,1
frenetic,0,1
frenetically,0,1
frenzied,0,1
frenzy,0,1
fresh,1,0
fresher,1,0
freshest,1,0
fret,0,1
fretful,0,1
frets,0,1
friction,0,1
frictions,0,1
fried,0,1
friendliness,1,0
friendly,1,0
friggin,0,1
frigging,0,1
fright,0,1
frighten,0,1
frightening,0,1
frighteningly,0,1
frightful,0,1
frightfully,0,1
frigid,0,1
frolic,1,0
frost,0,1
frown,0,1
froze,0,1
frozen,0,1
frugal,1,0
fruitful,1,0
fruitless,0,1
fruitlessly,0,1
frustrate,0,1
frustrated,0,1
frustrates,0,1
frustrating,0,1
frustratingly,0,1
frustration,0,1
frustrations,0,1
ftw,1,0
fuck,0,1
fucking,0,1
fudge,0,1
fugitive,0,1
fulfillment,1,0
full-blown,0,1
fulminate,0,1
fumble,0,1
fume,0,1
fumes,0,1
fun,1,0
fundamentalism,0,1
funky,0,1
funnily,0,1
funny,0,1
furious,0,1
furiously,0,1
furor,0,1
fury,0,1
fuss,0,1
fussy,0,1
fustigate,0,1
fusty,0,1
futile,0,1
futilely,0,1
futility,0,1
futurestic,1,0
futuristic,1,0
fuzzy,0,1
gabble,0,1
gaff,0,1
gaffe,0,1
gaiety,1,0
gaily,1,0
gain,1,0
gained,1,0
gainful,1,0
gainfully,1,0
gaining,1,0
gains,1,0
gainsay,0,1
gainsayer,0,1
gall,0,1
gallant,1,0
gallantly,1,0
galling,0,1
gallingly,0,1
galls,0,1
galore,1,0
gangster,0,1
gape,0,1
garbage,0,1
garish,0,1
gasp,0,1
gauche,0,1
gaudy,0,1
gawk,0,1
gawky,0,1
geekier,1,0
geeky,1,0
geezer,0,1
gem,1,0
gems,1,0
generosity,1,0
generous,1,0
generously,1,0
genial,1,0
genius,1,0
genocide,0,1
gentle,1,0
gentlest,1,0
genuine,1,0
get-rich,0,1
ghastly,0,1
ghetto,0,1
ghosting,0,1
gibber,0,1
gibberish,0,1
gibe,0,1
giddy,0,1
gifted,1,0
gimmick,0,1
gimmicked,0,1
gimmicking,0,1
gimmicks,0,1
gimmicky,0,1
glad,1,0
gladden,1,0
gladly,1,0
gladness,1,0
glamorous,1,0
glare,0,1
glaringly,0,1
glee,1,0
gleeful,1,0
gleefully,1,0
glib,0,1
glibly,0,1
glimmer,1,0
glimmering,1,0
glisten,1,0
glistening,1,0
glitch,0,1
glitches,0,1
glitter,1,0
glitz,1,0
gloatingly,0,1
gloom,0,1
gloomy,0,1
glorify,1,0
glorious,1,0
gloriously,1,0
glory,1,0
glow,1,0
glower,0,1
glowing,1,0
glowingly,1,0
glum,0,1
glut,0,1
gnawing,0,1
goad,0,1
goading,0,1
god-awful,0,1
god-given,1,0
godlike,1,0
godsend,1,0
god-send,1,0
gold,1,0
golden,1,0
good,1,0
goodly,1,0
goodness,1,0
goodwill,1,0
goof,0,1
goofy,0,1
goon,0,1
goood,1,0
gooood,1,0
gorgeous,1,0
gorgeously,1,0
gossip,0,1
grace,1,0
graceful,1,0
gracefully,1,0
graceless,0,1
gracelessly,0,1
gracious,1,0
graciously,1,0
graciousness,1,0
graft,0,1
grainy,0,1
grand,1,0
grandeur,1,0
grapple,0,1
grate,0,1
grateful,1,0
gratefully,1,0
gratification,1,0
gratified,1,0
gratifies,1,0
gratify,1,0
gratifying,1,0
gratifyingly,1,0
grating,0,1
gratitude,1,0
gravely,0,1
greasy,0,1
great,1,0
greatest,1,0
greatness,1,0
greed,0,1
greedy,0,1
grief,0,1
grievance,0,1
grievances,0,1
grieve,0,1
grieving,0,1
grievous,0,1
grievously,0,1
grim,0,1
grimace,0,1
grin,1,0
grind,0,1
gripe,0,1
gripes,0,1
grisly,0,1
gritty,0,1
gross,0,1
grossly,0,1
grotesque,0,1
grouch,0,1
grouchy,0,1
groundbreaking,1,0
groundless,0,1
grouse,0,1
growl,0,1
grudge,0,1
grudges,0,1
grudging,0,1
grudgingly,0,1
gruesome,0,1
gruesomely,0,1
gruff,0,1
grumble,0,1
grumpier,0,1
grumpiest,0,1
grumpily,0,1
grumpish,0,1
grumpy,0,1
guarantee,1,0
guidance,1,0
guile,0,1
guilt,0,1
guiltily,0,1
guiltless,1,0
guilty,0,1
gullible,0,1
gumption,1,0
gush,1,0
gusto,1,0
gutless,0,1
gutsy,1,0
gutter,0,1
hack,0,1
hacks,0,1
haggard,0,1
haggle,0,1
hail,1,0
hairloss,0,1
halcyon,1,0
hale,1,0
halfhearted,0,1
halfheartedly,0,1
hallmark,1,0
hallmarks,1,0
hallowed,1,0
hallucinate,0,1
hallucination,0,1
hamper,0,1
hampered,0,1
handicapped,0,1
handier,1,0
handily,1,0
hands-down,1,0
handsome,1,0
handsomely,1,0
handy,1,0
hang,0,1
hangs,0,1
haphazard,0,1
hapless,0,1
happier,1,0
happily,1,0
happiness,1,0
happy,1,0
harangue,0,1
harass,0,1
harassed,0,1
harasses,0,1
harassment,0,1
harboring,0,1
harbors,0,1
hard,0,1
hardball,0,1
harden,0,1
hardened,0,1
hardheaded,0,1
hardhearted,0,1
hard-hit,0,1
hardier,1,0
hard-line,0,1
hardliner,0,1
hard-liner,0,1
hardliners,0,1
hardship,0,1
hardships,0,1
hard-working,1,0
hardy,1,0
harm,0,1
harmed,0,1
harmful,0,1
harmless,1,0
harmonious,1,0
harmoniously,1,0
harmonize,1,0
harmony,1,0
harms,0,1
harpy,0,1
harridan,0,1
harried,0,1
harrow,0,1
harsh,0,1
harshly,0,1
hasseling,0,1
hassle,0,1
hassled,0,1
hassles,0,1
haste,0,1
hastily,0,1
hasty,0,1
hate,0,1
hated,0,1
hateful,0,1
hatefully,0,1
hatefulness,0,1
hater,0,1
haters,0,1
hates,0,1
hating,0,1
hatred,0,1
haughtily,0,1
haughty,0,1
haunt,0,1
haunting,0,1
havoc,0,1
hawkish,0,1
haywire,0,1
hazard,0,1
hazardous,0,1
haze,0,1
hazy,0,1
headache,0,1
headaches,0,1
head-aches,0,1
headway,1,0
heal,1,0
healthful,1,0
healthy,1,0
heartbreaker,0,1
heartbreaking,0,1
heartbreakingly,0,1
hearten,1,0
heartening,1,0
heartfelt,1,0
heartily,1,0
heartless,0,1
heartwarming,1,0
heathen,0,1
heaven,1,0
heavenly,1,0
heavy-handed,0,1
heavyhearted,0,1
heck,0,1
heckle,0,1
heckled,0,1
heckles,0,1
hectic,0,1
hedge,0,1
hedonistic,0,1
heedless,0,1
hefty,0,1
hegemonism,0,1
hegemonistic,0,1
hegemony,0,1
heinous,0,1
hell,0,1
hell-bent,0,1
hellion,0,1
hells,0,1
helped,1,0
helpful,1,0
helping,1,0
helpless,0,1
helplessly,0,1
helplessness,0,1
heresy,0,1
heretic,0,1
heretical,0,1
hero,1,0
heroic,1,0
heroically,1,0
heroine,1,0
heroize,1,0
heros,1,0
hesitant,0,1
hestitant,0,1
hideous,0,1
hideously,0,1
hideousness,0,1
high-priced,0,1
high-quality,1,0
high-spirited,1,0
hilarious,1,0
hiliarious,0,1
hinder,0,1
hindrance,0,1
hiss,0,1
hissed,0,1
hissing,0,1
hoard,0,1
hoax,0,1
hobble,0,1
hogs,0,1
ho-hum,0,1
hollow,0,1
holy,1,0
homage,1,0
honest,1,0
honesty,1,0
honor,1,0
honorable,1,0
honored,1,0
honoring,1,0
hoodium,0,1
hoodwink,0,1
hooligan,0,1
hooray,1,0
hopeful,1,0
hopeless,0,1
hopelessly,0,1
hopelessness,0,1
horde,0,1
horrendous,0,1
horrendously,0,1
horrible,0,1
horrid,0,1
horrific,0,1
horrified,0,1
horrifies,0,1
horrify,0,1
horrifying,0,1
horrifys,0,1
hospitable,1,0
hostage,0,1
hostile,0,1
hostilities,0,1
hostility,0,1
hot,1,0
hotbeds,0,1
hotcake,1,0
hotcakes,1,0
hothead,0,1
hotheaded,0,1
hothouse,0,1
hottest,1,0
hubris,0,1
huckster,0,1
hug,1,0
hum,0,1
humane,1,0
humble,1,0
humid,0,1
humiliate,0,1
humiliating,0,1
humiliation,0,1
humility,1,0
humming,0,1
humor,1,0
humorous,1,0
humorously,1,0
humour,1,0
humourous,1,0
hung,0,1
hurt,0,1
hurted,0,1
hurtful,0,1
hurting,0,1
hurts,0,1
hustler,0,1
hype,0,1
hypocricy,0,1
hypocrisy,0,1
hypocrite,0,1
hypocrites,0,1
hypocritical,0,1
hypocritically,0,1
hysteria,0,1
hysteric,0,1
hysterical,0,1
hysterically,0,1
hysterics,0,1
ideal,1,0
idealize,1,0
ideally,1,0
idiocies,0,1
idiocy,0,1
idiot,0,1
idiotic,0,1
idiotically,0,1
idiots,0,1
idle,0,1
idol,1,0
idolize,1,0
idolized,1,0
idyllic,1,0
ignoble,0,1
ignominious,0,1
ignominiously,0,1
ignominy,0,1
ignorance,0,1
ignorant,0,1
ignore,0,1
ill-advised,0,1
ill-conceived,0,1
ill-defined,0,1
ill-designed,0,1
illegal,0,1
illegally,0,1
illegitimate,0,1
ill-fated,0,1
ill-favored,0,1
ill-formed,0,1
illicit,0,1
illiterate,0,1
ill-mannered,0,1
ill-natured,0,1
illness,0,1
illogic,0,1
illogical,0,1
illogically,0,1
ill-sorted,0,1
ill-tempered,0,1
ill-treated,0,1
ill-treatment,0,1
illuminate,1,0
illuminati,1,0
illuminating,1,0
illumine,1,0
ill-usage,0,1
ill-used,0,1
illusion,0,1
illusions,0,1
illusory,0,1
illustrious,1,0
ilu,1,0
imaculate,1,0
imaginary,0,1
imaginative,1,0
imbalance,0,1
imbecile,0,1
imbroglio,0,1
immaculate,1,0
immaculately,1,0
immaterial,0,1
immature,0,1
immense,1,0
imminence,0,1
imminently,0,1
immobilized,0,1
immoderate,0,1
immoderately,0,1
immodest,0,1
immoral,0,1
immorality,0,1
immorally,0,1
immovable,0,1
impair,0,1
impaired,0,1
impartial,1,0
impartiality,1,0
impartially,1,0
impasse,0,1
impassioned,1,0
impatience,0,1
impatient,0,1
impatiently,0,1
impeach,0,1
impeccable,1,0
impeccably,1,0
impedance,0,1
impede,0,1
impediment,0,1
impending,0,1
impenitent,0,1
imperfect,0,1
imperfection,0,1
imperfections,0,1
imperfectly,0,1
imperialist,0,1
imperil,0,1
imperious,0,1
imperiously,0,1
impermissible,0,1
impersonal,0,1
impertinent,0,1
impetuous,0,1
impetuously,0,1
impiety,0,1
impinge,0,1
impious,0,1
implacable,0,1
implausible,0,1
implausibly,0,1
implicate,0,1
implication,0,1
implode,0,1
impolite,0,1
impolitely,0,1
impolitic,0,1
important,1,0
importunate,0,1
importune,0,1
impose,0,1
imposers,0,1
imposing,0,1
imposition,0,1
impossible,0,1
impossiblity,0,1
impossibly,0,1
impotent,0,1
impoverish,0,1
impoverished,0,1
impractical,0,1
imprecate,0,1
imprecise,0,1
imprecisely,0,1
imprecision,0,1
impress,1,0
impressed,1,0
impresses,1,0
impressive,1,0
impressively,1,0
impressiveness,1,0
imprison,0,1
imprisonment,0,1
improbability,0,1
improbable,0,1
improbably,0,1
improper,0,1
improperly,0,1
impropriety,0,1
improve,1,0
improved,1,0
improvement,1,0
improvements,1,0
improves,1,0
improving,1,0
imprudence,0,1
imprudent,0,1
impudence,0,1
impudent,0,1
impudently,0,1
impugn,0,1
impulsive,0,1
impulsively,0,1
impunity,0,1
impure,0,1
impurity,0,1
inability,0,1
inaccuracies,0,1
inaccuracy,0,1
inaccurate,0,1
inaccurately,0,1
inaction,0,1
inactive,0,1
inadequacy,0,1
inadequate,0,1
inadequately,0,1
inadverent,0,1
inadverently,0,1
inadvisable,0,1
inadvisably,0,1
inane,0,1
inanely,0,1
inappropriate,0,1
inappropriately,0,1
inapt,0,1
inaptitude,0,1
inarticulate,0,1
inattentive,0,1
inaudible,0,1
incapable,0,1
incapably,0,1
incautious,0,1
incendiary,0,1
incense,0,1
incessant,0,1
incessantly,0,1
incite,0,1
incitement,0,1
incivility,0,1
inclement,0,1
incognizant,0,1
incoherence,0,1
incoherent,0,1
incoherently,0,1
incommensurate,0,1
incomparable,0,1
incomparably,0,1
incompatability,0,1
incompatibility,0,1
incompatible,0,1
incompetence,0,1
incompetent,0,1
incompetently,0,1
incomplete,0,1
incompliant,0,1
incomprehensible,0,1
incomprehension,0,1
inconceivable,0,1
inconceivably,0,1
incongruous,0,1
incongruously,0,1
inconsequent,0,1
inconsequential,0,1
inconsequentially,0,1
inconsequently,0,1
inconsiderate,0,1
inconsiderately,0,1
inconsistence,0,1
inconsistencies,0,1
inconsistency,0,1
inconsistent,0,1
inconsolable,0,1
inconsolably,0,1
inconstant,0,1
inconvenience,0,1
inconveniently,0,1
incorrect,0,1
incorrectly,0,1
incorrigible,0,1
incorrigibly,0,1
incredible,1,0
incredibly,1,0
incredulous,0,1
incredulously,0,1
inculcate,0,1
indebted,1,0
indecency,0,1
indecent,0,1
indecently,0,1
indecision,0,1
indecisive,0,1
indecisively,0,1
indecorum,0,1
indefensible,0,1
indelicate,0,1
indeterminable,0,1
indeterminably,0,1
indeterminate,0,1
indifference,0,1
indifferent,0,1
indigent,0,1
indignant,0,1
indignantly,0,1
indignation,0,1
indignity,0,1
indiscernible,0,1
indiscreet,0,1
indiscreetly,0,1
indiscretion,0,1
indiscriminate,0,1
indiscriminately,0,1
indiscriminating,0,1
indistinguishable,0,1
individualized,1,0
indoctrinate,0,1
indoctrination,0,1
indolent,0,1
indulge,0,1
indulgence,1,0
indulgent,1,0
industrious,1,0
ineffective,0,1
ineffectively,0,1
ineffectiveness,0,1
ineffectual,0,1
ineffectually,0,1
ineffectualness,0,1
inefficacious,0,1
